Country,Country Code,Series,Series Code,1992 [1992],1993 [1993],1994 [1994],1995 [1995],1996 [1996],1997 [1997],1998 [1998],1999 [1999],2000 [2000],2001 [2001],2002 [2002],2003 [2003],2004 [2004],2005 [2005],2006 [2006],2007 [2007],2008 [2008],2009 [2009],2010 [2010],2011 [2011],2012 [2012],2013 [2013],2014 [2014],2015 [2015],2016 [2016],2017 [2017],2018 [2018],2019 [2019],2020 [2020],2021 [2021],2022 [2022],2023 [2023],2024 [2024]
Advanced Economies,AME,"Exports Merchandise, Customs, current US$, millions, not seas. adj.",DXGSRMRCHNSCD,3030366.88005899,3080159.26073933,3452816.03543104,4077261.26333571,4175027.65216756,4213082.80367166,4246403.7537579,4299143.58516267,4625074.83088991,4474457.88108827,4669871.93979548,5421764.26294931,6438046.58792531,7006135.51928409,7883833.42495533,8926530.88168346,10052876.5599867,7978529.84150005,9270866.93226642,10755844.8965231,10471268.3519411,10610914.8972333,10727030.0266816,9448695.7420425,9396146.08139119,10297363.2263818,11177023.6994095,10831335.4390947,9971852.68105814,12320491.0670723,13476206.7768675,13062152.6529629,13132888.2866039
Advanced Economies,AME,"Exports Merchandise, Customs, current US$, millions, seas. adj.",DXGSRMRCHSACD,2978529.54996737,3051433.18996362,3426602.18905013,4063570.72105089,4177346.59047848,4225058.24732682,4208282.40739136,4293584.46138941,4648731.88226144,4459926.36222273,4628871.52646127,5373212.62052209,6396110.30649938,6961011.88938685,7840513.27764094,8966530.08359374,10041855.6350001,7877524.76312878,9245830.09682658,10768681.6838833,10462887.8367792,10639443.7765866,10770449.3363352,9424435.78311483,9341043.75779912,10262599.3641481,11124993.9618654,10786054.2611482,9963475.33544018,12326329.5825781,13494561.3095176,13048780.1260639,13157936.1126686
Advanced Economies,AME,"Exports Merchandise, Customs, Price, US$, not seas. adj.",DXGSRMRCHNSXD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Advanced Economies,AME,"Exports Merchandise, Customs, Price, US$, seas. adj.",DXGSRMRCHSAXD,0.86151289294,0.8319700148,0.8564718151,0.9364738293,0.90493749411,0.83539471731,0.80125706285,0.77715188186,0.75215660277,0.72180341214,0.72629788006,0.80693460973,0.88319509055,0.91763354186,0.95510411757,1.03379111678,1.13442476849,1.0268997543,1.05984459675,1.16665482742,1.13055121155,1.13239468275,1.11689577625,0.96726424359,0.94380638878,0.98599031143,1.0406394478,1.00746169237,0.99270454078,1.13140518254,1.21462065617,1.18866069904,1.18072396267
Advanced Economies,AME,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Advanced Economies,AME,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,29610092.347633,29978353.9643326,30949818.3765452,31800424.3475618,32727880.0023412,33837329.4673472,34738011.2243199,35909383.9032562,37372720.7476928,37939758.2733961,38498848.4576344,39243550.7677191,40432946.4478688,41550177.7037949,42781413.8458723,43894524.6783043,43989095.2993027,42460872.3828807,43698641.7124404,44426109.8055077,44924703.3848897,45582577.2836677,46499434.0247134,47572534.2844994,48414664.6306153,49656228.7465374,50746673.2505252,51657102.8814483,49531689.5257445,52418753.530717,53937388.7810565,54832388.0908962,55048145.98493
Advanced Economies,AME,"GDP,current LCU,millions,seas. adj.,",NYGDPMKTPSACN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Advanced Economies,AME,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,21121003.4739194,21375647.7561442,22989586.7247129,25396075.2464367,25529588.11096,25016792.8881542,25121101.0189987,26448396.0414432,26893638.0886393,26622287.2918459,27804059.4119755,31192902.599691,34573961.6259032,36397110.1282844,38301663.000141,41852630.1511463,44201495.6826403,41706723.8128379,43524475.0984567,46764719.6623599,46572087.5981664,47031954.9862759,48147899.8938888,45564201.9441301,46789563.6001182,48887397.7477686,51717167.6162927,52246799.1210528,51418602.9270721,57386079.7221439,58710839.9117018,62020408.3451938,62577872.2819751
Advanced Economies,AME,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,3405992.57247987,3498701.48936786,3907217.02698908,4247232.90091951,4494312.27264468,4852124.81800922,5086969.84872025,5492486.08818702,6089331.31915309,6075013.38128458,6294705.26340635,6585156.8931597,7130666.4071255,7468505.83059169,7989009.5290189,8277518.0371796,8224422.31547002,7190468.99434799,8019246.87197693,8329060.50651403,8351367.80609094,8418036.02612919,8702847.06020741,9103830.81188848,9246414.35567475,9653334.21107754,9986242.55563748,10008354.1831336,9605449.52362787,10470462.4234712,10854067.4683754,10508055.5487169,10676955.484657
Advanced Economies,AME,"Imports Merchandise, Customs, constant US$, millions, seas. adj.",DMGSRMRCHSAKD,3807452.47415956,3912069.49978466,4368243.40111314,4777783.85774155,5072661.51983548,5483837.18339407,5755967.76930779,6209420.24057792,6884584.57311815,6883127.03158631,7127326.41807552,7432032.83795718,8040117.2081688,8443728.49739943,9048275.24486182,9348052.2534894,9289768.39905307,8124801.42572232,9070639.88927987,9433323.18593206,9487472.23736637,9575086.09377935,9894278.88630341,10311898.3782217,10482880.7063829,10930590.8104415,11281328.1248271,11318660.8185461,10790146.7596367,11742655.2369327,12207363.2632318,11783318.081857,11965466.0801559
Advanced Economies,AME,"Imports Merchandise, Customs, current US$, millions, not seas. adj.",DMGSRMRCHNSCD,2562111.08631262,2491983.11482653,2871010.41707514,3445905.36229446,3573591.07433647,3613132.04235186,3598196.68028248,3801482.58363247,4275457.7542501,4087755.16179444,4208601.72469364,4900143.04575608,5864351.64820846,6542425.62640162,7435579.40245477,8394194.87502121,9452469.52285383,7151897.0226486,8426919.10428609,9917842.3409622,9699292.53541622,9714426.07507224,9861451.86952658,8643565.89307771,8484810.03720576,9359141.72091407,10316690.1145104,9952378.48917702,9231370.98773649,11527250.3990888,13152126.5958323,12263238.9557767,12313773.2554709
Advanced Economies,AME,"Imports Merchandise, Customs, current US$, millions, seas. adj.",DMGSRMRCHSACD,2898920.61262877,2832010.13721495,3244364.74041953,3868597.5224781,4035000.87870716,4116826.90827096,4116671.97903539,4342590.50032956,4863651.87269413,4664527.57675499,4798187.02814088,5542483.23649247,6611794.68330719,7378605.73568706,8391249.98548091,9408037.55438911,10525703.9694275,7973847.21189076,9392544.89398511,11038133.0205419,10836269.1165317,10856707.8176036,11028572.7588591,9692891.74306623,9492833.79044363,10420792.8270303,11445067.3504727,11070379.8326916,10221147.3516904,12710578.9533902,14538122.5090542,13560968.087205,13626120.4082571
Advanced Economies,AME,"Imports Merchandise, Customs, Price, US$, not seas. adj.",DMGSRMRCHNSXD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Advanced Economies,AME,"Imports Merchandise, Customs, Price, US$, seas. adj.",DMGSRMRCHSAXD,0.76138064291,0.72391611074,0.74271610863,0.8097054278,0.79544059128,0.75072011998,0.71520066547,0.69935522675,0.706455389,0.67767564878,0.67320994531,0.74575602091,0.82235053447,0.87385634651,0.92738668513,1.00641687694,1.13304266773,0.98142056576,1.0354886765,1.17012136688,1.14216609497,1.13384962926,1.11464138879,0.93997161217,0.90555583492,0.95336043657,1.01451417988,0.9780644557,0.94726675914,1.08242801112,1.19093060439,1.15086158186,1.13878726637
Advanced Economies,AME,"Industrial Production, constant US$, seas. adj.,,",IPTOTSAKD,7024239903637.3,6952884144835.36,7257726039655.62,7525523583923.34,7701157720067.73,8100917308263.4,8246826918228.83,8503030218642.47,8929311667074.87,8734894889295.68,8755419844835.44,8892943476999.32,9158993566162.15,9363439299665.01,9699247279853.38,9980746654015.06,9719241863294.17,8398714547637.38,9040444655019.18,9199108327201.37,9239765135356.56,9298016236717.37,9479766740140.53,9500436021734.17,9496912146203.84,9721186709840.89,9901790169708.9,9817026612936.16,9162687161812.12,9711198433269.34,9873724872284.28,9792717691180.81,9684927326522.87
Advanced Economies,AME,"Industrial Production, constant US$,,,",IPTOTNSKD,7422306754762.38,7335650795470.78,7643722218804.98,7924612726419.77,8108669532586.87,8510632359470.5,8666093287503.43,8922846581679.44,9368771198920.17,9168644097276.03,9178170167547.95,9308071595010.94,9619648550179.03,9821117318513.97,10168053103529.2,10462663414650.2,10212769398198.7,8798669131251.08,9490189695119.67,9646815932101.98,9685452265336.92,9702228959090.51,9883281321908.06,9914533080748.22,9913226212550.99,10129633970838.6,10332121961158.2,10238924063541.9,9569381057824.2,10138932002815,10305373203334.5,10191727552195.4,10114168057834.3
